headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
"Parnassus Fund Buys KLA Corp, Agilent Technologies Inc, Square Inc, Sells Alliance Data Systems ...",GuruFocus,4/10/2020 0:00,A,parnassus fund buys kla corp agilent technologies inc square inc sells alliance data systems,negative,0.9999914169311523,negative
"Lgt Capital Partners Ltd. Buys Microsoft Corp, Stryker Corp, The Estee Lauder Inc, Sells ...",GuruFocus,4/7/2020 0:00,A,lgt capital partners ltd buys microsoft corp stryker corp estee lauder inc sells,negative,0.9998297691345215,negative
"Timing the Market, Is it Possible? - April 07, 2020",Zacks,4/7/2020 0:00,A,timing market possible april,negative,0.9999434947967529,negative
Agilent Technologies to Change Location of Annual Meeting,GuruFocus,3/30/2020 0:00,A,agilent technologies change location annual meeting,negative,0.9999673366546631,negative
Bill Ackman's Pershing Square Releases Letter to Investors,GuruFocus,3/26/2020 0:00,A,bill ackman pershing square releases letter investors,negative,0.9975873231887817,negative
Agilent Technologies (A) Gains As Market Dips: What You Should Know,Zacks,3/20/2020 0:00,A,agilent technologies gains market dips know,neutral,0.9999979734420776,neutral
Stocks Flashing Renewed Technical Strength: Agilent Technologies,Investor's Business Daily,3/19/2020 0:00,A,stocks flashing renewed technical strength agilent technologies,neutral,0.9999995231628418,neutral
Why Is Agilent (A) Down 19.3% Since Last Earnings Report?,Zacks,3/19/2020 0:00,A,agilent since last earnings report,positive,0.9996535778045654,positive
Agilent Technologies Announces Cash Dividend of –8 Cents Per Share,GuruFocus,3/18/2020 0:00,A,agilent technologies announces cash dividend cents per share,negative,0.9998486042022705,negative
"Agilent Technologies to Adjourn Annual Meeting Until April –7, —…—…",GuruFocus,3/17/2020 0:00,A,agilent technologies adjourn annual meeting april,negative,0.999991774559021,negative
Agilent Introduces CrossLab Connect Services for Lab-wide Asset Monitoring,GuruFocus,3/16/2020 0:00,A,agilent introduces crosslab connect services lab wide asset monitoring,negative,0.9906833171844482,negative
6 Guru Stocks Trading With Low Price-Sales Ratios,GuruFocus,3/3/2020 0:00,A,guru stocks trading low price sales ratios,negative,0.9737030863761902,negative
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,Investor's Business Daily,2/28/2020 0:00,A,stock upgrades agilent technologies shows rising relative strength,neutral,0.9999998807907104,neutral
"Fitbit (FIT) Q4 Loss Wider Than Estimated, Revenues Lag",Zacks,2/21/2020 0:00,A,fitbit fit loss wider estimated revenues lag,neutral,0.985014021396637,neutral
"How to Time the Markets Like an Investing Pro - February 20, 2020",Zacks,2/20/2020 0:00,A,time markets like investing pro february,negative,0.9998985528945923,negative
Stock Chart Breakdown Alert: Agilent Tech (A),TalkMarkets,2/19/2020 0:00,A,stock chart breakdown alert agilent tech,negative,0.9999059438705444,negative
"Agilent (A) Q1 Earnings In Line With Estimates, Revenues Top",Zacks,2/19/2020 0:00,A,agilent earnings line estimates revenues top,negative,0.999197781085968,negative
Bill Ackman's Pershing Square: 4th-Quarter Update,GuruFocus,2/18/2020 0:00,A,bill ackman pershing square quarter update,negative,0.9999518394470215,negative
"GoDaddy (GDDY) Q4 Earnings Miss Estimates, Revenues Beat",Zacks,2/18/2020 0:00,A,godaddy gddy earnings miss estimates revenues beat,positive,0.9999996423721313,positive
"Wunderlich Capital Managemnt Buys ServiceNow Inc, Truist Financial Corp, Agilent Technologies ...",GuruFocus,2/17/2020 0:00,A,wunderlich capital managemnt buys servicenow inc truist financial corp agilent technologies,negative,0.9998865127563477,negative
"Napier Park Global Capital LLC Buys Invesco Senior Loan, Agilent Technologies Inc, Lowe's Inc, ...",GuruFocus,2/14/2020 0:00,A,napier park global capital llc buys invesco senior loan agilent technologies inc lowe inc,negative,0.9999902248382568,negative
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,Investor's Business Daily,2/13/2020 0:00,A,stock upgrades agilent technologies shows rising relative strength,neutral,0.9999998807907104,neutral
Applied Materials (AMAT) Q1 Earnings & Sales Top Estimates,Zacks,2/13/2020 0:00,A,applied materials amat earnings sales top estimates,negative,0.9885518550872803,negative
"Stonehage Fleming Financial Services Holdings Ltd Buys Autoliv Inc, Walmart Inc, Uber ...",GuruFocus,2/13/2020 0:00,A,stonehage fleming financial services holdings ltd buys autoliv inc walmart inc uber,negative,0.9999568462371826,negative
"Clearfield Capital Management Lp Buys Insperity Inc, Square Inc, Agilent Technologies Inc, ...",GuruFocus,2/12/2020 0:00,A,clearfield capital management buys insperity inc square inc agilent technologies inc,negative,0.9999682903289795,negative
Agilent (A) Gears Up for Q1 Earnings: What's in the Cards?,Zacks,2/12/2020 0:00,A,agilent gears earnings cards,negative,0.9989247918128967,negative
"Troy Asset Management Ltd Buys Agilent Technologies Inc, Mastercard Inc, Cisco Systems Inc, ...",GuruFocus,2/11/2020 0:00,A,troy asset management ltd buys agilent technologies inc mastercard inc cisco systems inc,negative,0.9999263286590576,negative
Can Strong Cloud Growth Propel Alibaba's (BABA) Q3 Earnings?,Zacks,2/11/2020 0:00,A,strong cloud growth propel alibaba baba earnings,neutral,1.0,positive
Fortive (FTV) Earnings & Revenues Surpass Estimates in Q4,Zacks,2/7/2020 0:00,A,fortive ftv earnings revenues surpass estimates,neutral,1.0,positive
"Eaton Vance Exits Celgene, Trims Amgen Position",GuruFocus,2/4/2020 0:00,A,eaton vance exits celgene trims amgen position,neutral,0.9891352653503418,neutral
"Mechanics Bank Trust Department Buys SPDR Wells Fargo Preferred Stock ETF, Huntington ...",GuruFocus,1/23/2020 0:00,A,mechanics bank trust department buys spdr wells fargo preferred stock etf huntington,negative,0.9993315935134888,negative
"Krueger & Catalano Capital Partners, LLC Buys Bristol-Myers Squibb Company, Agilent ...",GuruFocus,1/21/2020 0:00,A,krueger catalano capital partners llc buys bristol myers squibb company agilent,negative,0.9999303817749023,negative
"Parnassus Endeavor Fund Adds to Cisco, Alphabet",GuruFocus,1/15/2020 0:00,A,parnassus endeavor fund adds cisco alphabet,negative,0.9999393224716187,negative
Parnassus Endeavor Fund Invests in Insurance and Logistics in 4th Quarter,GuruFocus,1/15/2020 0:00,A,parnassus endeavor fund invests insurance logistics quarter,negative,0.9999955892562866,negative
"Timing the Market, Is it Possible? - January 10, 2020",Zacks,1/10/2020 0:00,A,timing market possible january,negative,0.999951958656311,negative
Why Is Agilent (A) Up 5.4% Since Last Earnings Report?,Zacks,12/25/2019 0:00,A,agilent since last earnings report,neutral,0.9652517437934875,neutral
"The Market Timing Secrets No One Talks About - December 17, 2019",Zacks,12/17/2019 0:00,A,market timing secrets one talks december,negative,0.9999922513961792,negative
Agilent Technologies Inc (A) CEO and President Michael R. Mcmullen Sold $4 million of Shares,GuruFocus,12/13/2019 0:00,A,agilent technologies inc ceo president michael mcmullen sold million shares,negative,0.9999257326126099,negative
"Live Nation Entertainment, Zebra Technologies, STERIS Set to Join S&P 5……; Others to ...",GuruFocus,12/13/2019 0:00,A,live nation entertainment zebra technologies steris set join others,negative,0.9999959468841553,negative
"Nomura Holdings Inc Buys Aramark, AT&T Inc, Emerson Electric Co, Sells Amazon. ...",GuruFocus,12/12/2019 0:00,A,nomura holdings inc buys aramark inc emerson electric sells amazon,negative,0.9999732971191406,negative
Bill Ackman's Pershing Square Packs Into Agilent,GuruFocus,12/10/2019 0:00,A,bill ackman pershing square packs agilent,negative,0.9999954700469971,negative
Wall Street Breakfast: Trade Deadline And Fed Meeting,Seeking Alpha,12/10/2019 0:00,A,wall street breakfast trade deadline fed meeting,negative,0.9999974966049194,negative
"Pershing Square Capital Management, L.P. Buys Agilent Technologies Inc, Sells Automatic Data ...",GuruFocus,12/9/2019 0:00,A,pershing square capital management buys agilent technologies inc sells automatic data,negative,0.99997878074646,negative
Agilent up 4% after hours on Pershing stake,Seeking Alpha,12/9/2019 0:00,A,agilent hours pershing stake,neutral,0.9994742274284363,neutral
Best Large-Cap Stocks To Buy Now,Seeking Alpha,12/6/2019 0:00,A,best large cap stocks buy,neutral,0.9999997615814209,neutral
"Agilent Technologies, Inc. (A) Management Presents at Evercore ISI HealthCONx Conference (Transcript)",Seeking Alpha,12/5/2019 0:00,A,agilent technologies inc management presents evercore isi healthconx conference transcript,negative,0.9999978542327881,negative
Agilent Technologies Inc (A) Presents at The 31st Annual Piper Jaffray Healthcare Conference (Transcript),Seeking Alpha,12/4/2019 0:00,A,agilent technologies inc presents annual piper jaffray healthcare conference transcript,negative,0.9999954700469971,negative
Agilent (A) Earnings and Revenues Surpass Estimates in Q4,Zacks,11/26/2019 0:00,A,agilent earnings revenues surpass estimates,neutral,1.0,positive
"Agilent Technologies, Inc. (A) CEO Mike McMullen on Q4 2019 Results - Earnings Call Transcript",Seeking Alpha,11/25/2019 0:00,A,agilent technologies inc ceo mike mcmullen results earnings call transcript,negative,0.9999477863311768,negative
"Dow Jones Futures: Stock Market Fear Gauge Hits New Low; Palo Alto Networks, Nutanix, Ambarella, Hewlett Packard Enterprise, ChemoCentryx Are Big Movers Late",Investor's Business Daily,11/25/2019 0:00,A,dow jones futures stock market fear gauge hits new low palo alto networks nutanix ambarella hewlett packard enterprise chemocentryx big movers late,neutral,0.9847797751426697,neutral
Agilent Technologies (A) Surpasses Q4 Earnings and Revenue Estimates,Zacks,11/25/2019 0:00,A,agilent technologies surpasses earnings revenue estimates,neutral,1.0,positive
"Agilent Technologies, Inc. 2019 Q4 - Results - Earnings Call Presentation",Seeking Alpha,11/25/2019 0:00,A,agilent technologies inc results earnings call presentation,negative,0.9999837875366211,negative
"Agilent EPS beats by $0.03, misses on revenue",Seeking Alpha,11/25/2019 0:00,A,agilent eps beats misses revenue,positive,0.9982032775878906,positive
Agilent Q4 2019 Earnings Preview,Seeking Alpha,11/24/2019 0:00,A,agilent earnings preview,negative,0.9999486207962036,negative
Notable earnings after Monday's close,Seeking Alpha,11/24/2019 0:00,A,notable earnings monday close,negative,0.9997634291648865,negative
"Dividend Increases: November 18-22, 2019",Seeking Alpha,11/24/2019 0:00,A,dividend increases november,neutral,0.6232286095619202,neutral
"Spotlight On Alibaba, Best Buy And DuPont (Stocks To Watch Podcast)",Seeking Alpha,11/24/2019 0:00,A,spotlight alibaba best buy dupont stocks watch podcast,negative,0.9999812841415405,negative
Dividend Challenger Highlights: Week Of November 24,Seeking Alpha,11/23/2019 0:00,A,dividend challenger highlights week november,negative,0.9849750399589539,negative
"Stocks To Watch: Spotlight On Alibaba, Best Buy And DuPont",Seeking Alpha,11/23/2019 0:00,A,stocks watch spotlight alibaba best buy dupont,negative,0.9999042749404907,negative
Earnings Watch: PANW Stock Rallies Ahead Of Results; Retail Leader Forms Bullish Base,Investor's Business Daily,11/22/2019 0:00,A,earnings watch panw stock rallies ahead results retail leader forms bullish base,neutral,0.9999980926513672,neutral
Agilent on watch after positive EU drug development,Seeking Alpha,11/22/2019 0:00,A,agilent watch positive drug development,positive,0.4951438903808594,positive
Agilent Is Up Almost 20% Since Its Last Earnings Report: Assessing If The Momentum Continues,Seeking Alpha,11/21/2019 0:00,A,agilent almost since last earnings report assessing momentum continues,neutral,0.9997959733009338,neutral
"Yes, You Can Time the Market. Find out How - November 21, 2019",Zacks,11/21/2019 0:00,A,yes time market find november,negative,0.9999899864196777,negative
"The Top Large-Cap Sectors, Industries, And Stocks To Buy Now",Seeking Alpha,11/21/2019 0:00,A,top large cap sectors industries stocks buy,neutral,0.9375965595245361,neutral
Agilent declares $0.18 dividend,Seeking Alpha,11/20/2019 0:00,A,agilent declares dividend,negative,0.9983431100845337,negative
Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?,Zacks,11/18/2019 0:00,A,agilent technologies earnings expected grow buy,neutral,0.9999980926513672,neutral
"Retailers, Dubai Airshow And Cybertrucks (Stocks To Watch Podcast)",Seeking Alpha,11/17/2019 0:00,A,retailers dubai airshow cybertrucks stocks watch podcast,negative,0.9999871253967285,negative
"Stocks To Watch: Retailers, Dubai Airshow And Cybertrucks",Seeking Alpha,11/16/2019 0:00,A,stocks watch retailers dubai airshow cybertrucks,negative,0.9999583959579468,negative
"Fairpointe Capital LLC Buys Adtalem Global Education Inc, Corning Inc, Agilent Technologies ...",GuruFocus,11/15/2019 0:00,A,fairpointe capital llc buys adtalem global education inc corning inc agilent technologies,negative,0.9998745918273926,negative
PerkinElmer: An Excellent Opportunity,Seeking Alpha,11/15/2019 0:00,A,perkinelmer excellent opportunity,neutral,1.0,neutral
Stifel likes Illumina in premarket analyst action,Seeking Alpha,11/15/2019 0:00,A,stifel likes illumina premarket analyst action,negative,0.9304644465446472,negative
Market-Beating Sector ETFs Year to Date,Zacks,11/15/2019 0:00,A,market beating sector etfs year date,negative,0.9997137188911438,negative
"Tiemann Investment Advisors, Llc Buys SPDR Barclays Convertible Securities ETF, D.R. ...",GuruFocus,11/15/2019 0:00,A,tiemann investment advisors llc buys spdr barclays convertible securities etf,negative,0.9999510049819946,negative
Stocks Showing Rising Market Leadership: Agilent Technologies Earns 82 RS Rating,Investor's Business Daily,11/14/2019 0:00,A,stocks showing rising market leadership agilent technologies earns rating,neutral,1.0,neutral
"Epoch Investment Partners, Inc. Buys KKR Inc, Coca-Cola Co, Huntington Ingalls Industries Inc, ...",GuruFocus,11/13/2019 0:00,A,epoch investment partners inc buys kkr inc coca cola huntington ingalls industries inc,negative,0.9999918937683105,negative
Agilent Technologies Sees RS Rating Improve To 76,Investor's Business Daily,11/12/2019 0:00,A,agilent technologies sees rating improve,neutral,0.9999998807907104,neutral
"Royal London Asset Management Ltd Buys Apple Inc, Amazon. ...",GuruFocus,11/12/2019 0:00,A,royal london asset management ltd buys apple inc amazon,negative,0.9999645948410034,negative
"TD Asset Management Inc Buys TC Energy Corp, iShares iBoxx $ High Yield Corporate Bond ETF, ...",GuruFocus,11/7/2019 0:00,A,asset management inc buys energy corp ishares iboxx high yield corporate bond etf,negative,0.9976301193237305,negative
"TDAM USA Inc. Buys Phillips 66, DuPont de Nemours Inc, Agilent Technologies Inc, Sells Apple ...",GuruFocus,11/7/2019 0:00,A,tdam usa inc buys phillips dupont nemours inc agilent technologies inc sells apple,negative,0.9999885559082031,negative
Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q3 2019 Update,Seeking Alpha,11/7/2019 0:00,A,tracking william von mueffling cantillon capital management portfolio update,negative,0.9990154504776001,negative
"When Does Market Timing Actually Work? - November 01, 2019",Zacks,11/1/2019 0:00,A,market timing actually work november,negative,0.9999771118164062,negative
Electronics Testing Equipment Outlook: Solid Demand Ahead,Zacks,10/24/2019 0:00,A,electronics testing equipment outlook solid demand ahead,neutral,1.0,neutral
"Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...",GuruFocus,10/23/2019 0:00,A,clean yield group buys healthcare trust america inc lakeland financial corp,negative,0.9999814033508301,negative
KraneShares Joins with Nasdaq Dorsey Wright to Launch KraneShares China Rotation Model,GuruFocus,10/23/2019 0:00,A,kraneshares joins nasdaq dorsey wright launch kraneshares china rotation model,negative,0.9999736547470093,negative
5G Wireless Networks Give This Communications Test Gear Maker A Lift,Investor's Business Daily,10/22/2019 0:00,A,wireless networks give communications test gear maker lift,neutral,0.9999713897705078,neutral
"Private Bank & Trust Co Buys Agilent Technologies Inc, Alibaba Group Holding, Icon PLC, ...",GuruFocus,10/22/2019 0:00,A,private bank trust buys agilent technologies inc alibaba group holding icon plc,negative,0.9999788999557495,negative
Oakmark Equity And Income Fund: Third Quarter 2019,Seeking Alpha,10/21/2019 0:00,A,oakmark equity income fund third quarter,negative,0.9999443292617798,negative
Dividend Challenger Highlights: Week Of October 20,Seeking Alpha,10/19/2019 0:00,A,dividend challenger highlights week october,negative,0.7899928092956543,negative
Parnassus Endeavor Fund Buys 4 Stocks in 'rd Quarter,GuruFocus,10/17/2019 0:00,A,parnassus endeavor fund buys stocks quarter,negative,0.9998733997344971,negative
"Parnassus Endeavor Fund Buys Alaska Air Group Inc, Arista Networks Inc, Charles Schwab Corp, ...",GuruFocus,10/16/2019 0:00,A,parnassus endeavor fund buys alaska air group inc arista networks inc charles schwab corp,negative,0.9999890327453613,negative
Dividend Growth Stocks Of Tomorrow: Agilent Technologies Inc.,Seeking Alpha,10/14/2019 0:00,A,dividend growth stocks tomorrow agilent technologies inc,negative,0.9999611377716064,negative
Stocks With Rising Relative Strength: Agilent Technologies,Investor's Business Daily,10/14/2019 0:00,A,stocks rising relative strength agilent technologies,neutral,0.9999688863754272,neutral
Cypress Looks to Gain Traction With New USB-C Controller,Zacks,10/11/2019 0:00,A,cypress looks gain traction new usb controller,neutral,0.9999998807907104,neutral
Trimble Strengthens Agriculture Portfolio with Weedseeker 2,Zacks,10/10/2019 0:00,A,trimble strengthens agriculture portfolio weedseeker,neutral,0.9999508857727051,neutral
"How to Time the Markets Like an Investing Pro - October 10, 2019",Zacks,10/10/2019 0:00,A,time markets like investing pro october,negative,0.9997331500053406,negative
"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ...",GuruFocus,10/7/2019 0:00,A,lgt capital partners ltd buys unitedhealth group inc alphabet inc agilent technologies inc,negative,0.9998185038566589,negative
Bruker To Buy Freiberg Instruments' Magnettech EPR Business,Zacks,10/7/2019 0:00,A,bruker buy freiberg instruments magnettech epr business,negative,0.9971265196800232,negative
"50 Firms Going Ex-Dividend Next Week, Including Cardinal Health, JP Morgan Chase And Comcast",TalkMarkets,9/27/2019 0:00,A,firms going dividend next week including cardinal health morgan chase comcast,negative,0.9999948740005493,negative
Dividend Challenger Highlights: Week Of September 22,Seeking Alpha,9/21/2019 0:00,A,dividend challenger highlights week september,negative,0.6464312076568604,negative
4 Stocks to Focus on Global Biotechnology Reagents Market,Zacks,9/20/2019 0:00,A,stocks focus global biotechnology reagents market,negative,0.9999979734420776,negative
Stocks With Rising Relative Strength: Agilent Technologies,Investor's Business Daily,9/19/2019 0:00,A,stocks rising relative strength agilent technologies,neutral,0.9999688863754272,neutral
Agilent declares $0.164 dividend,Seeking Alpha,9/18/2019 0:00,A,agilent declares dividend,negative,0.999087929725647,negative
"Simple Market Timing Strategies That Work - September 17, 2019",Zacks,9/17/2019 0:00,A,simple market timing strategies work september,negative,0.999992847442627,negative
What Makes Agilent (A) a New Buy Stock,Zacks,9/16/2019 0:00,A,makes agilent new buy stock,neutral,0.9995180368423462,neutral
Agilent (A) Up 11.5% Since Last Earnings Report: Can It Continue?,Zacks,9/13/2019 0:00,A,agilent since last earnings report continue,neutral,0.9999909400939941,neutral
Agilent Technologies Sees RS Rating Climb To 74,Investor's Business Daily,9/12/2019 0:00,A,agilent technologies sees rating climb,neutral,0.9999997615814209,neutral
"Stocks For You To Swing-Trade: TTWO, A, ROP",TalkMarkets,9/12/2019 0:00,A,stocks swing trade ttwo rop,negative,0.9999889135360718,negative
Agilent Technologies (A) is a Great Momentum Stock: Should You Buy?,Zacks,9/10/2019 0:00,A,agilent technologies great momentum stock buy,neutral,1.0,neutral
Agilent Prices Public Offering of $500M Senior Notes Due 2029,Zacks,9/10/2019 0:00,A,agilent prices public offering senior notes due,negative,0.9999954700469971,negative
Trimble Strengthens Forestry Division With 3LOG Acquisition,Zacks,9/10/2019 0:00,A,trimble strengthens forestry division log acquisition,negative,0.7087756395339966,negative
Agilent Technologies: Buy For Great Growth In The Pharmaceutical Development Business,Seeking Alpha,9/10/2019 0:00,A,agilent technologies buy great growth pharmaceutical development business,neutral,1.0,neutral
Agilent launches debt offering,Seeking Alpha,9/5/2019 0:00,A,agilent launches debt offering,negative,0.9997109770774841,negative
Agilent readies debt offering,Seeking Alpha,9/3/2019 0:00,A,agilent readies debt offering,negative,0.9999575614929199,negative
Agilent completes BioTek buy,Seeking Alpha,8/26/2019 0:00,A,agilent completes biotek buy,neutral,0.9926910996437073,neutral
IBD Stock Of The Day Keysight Technologies Hits Buy Zone As Wall Street Cheers 5G-Driven Growth,Investor's Business Daily,8/22/2019 0:00,A,ibd stock day keysight technologies hits buy zone wall street cheers driven growth,neutral,0.9979579448699951,neutral
"Sit Investment Associates Inc Buys United Technologies Corp, Corning Inc, Comcast Corp, Sells ...",GuruFocus,8/21/2019 0:00,A,sit investment associates inc buys united technologies corp corning inc comcast corp sells,negative,0.9999605417251587,negative
"Fairpointe Capital LLC Buys Agilent Technologies Inc, Magna International Inc, iShares MSCI ...",GuruFocus,8/20/2019 0:00,A,fairpointe capital llc buys agilent technologies inc magna international inc ishares msci,negative,0.9999830722808838,negative
"Beaconlight Capital, Llc Buys Fortune Brands Home & Security Inc, Hasbro Inc, KAR Auction ...",GuruFocus,8/20/2019 0:00,A,beaconlight capital llc buys fortune brands home security inc hasbro inc kar auction,negative,0.9999493360519409,negative
Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,Investor's Business Daily,8/20/2019 0:00,A,stock upgrades agilent technologies shows rising relative strength,neutral,0.9999998807907104,neutral
"BlueSpruce Investments, LP Buys Ross Stores Inc, TJX Inc, Comcast Corp, Sells Constellation ...",GuruFocus,8/16/2019 0:00,A,bluespruce investments buys ross stores inc tjx inc comcast corp sells constellation,negative,0.9999785423278809,negative
Agilent (A) Earnings and Revenues Beat Estimates in Q3,Zacks,8/15/2019 0:00,A,agilent earnings revenues beat estimates,neutral,1.0,positive
"Agilent Technologies, Inc. (A) CEO Michael McMullen on Q3 2019 Results - Earnings Call Transcript",Seeking Alpha,8/14/2019 0:00,A,agilent technologies inc ceo michael mcmullen results earnings call transcript,negative,0.9999135732650757,negative
"A, CSCO, NTAP and WPG among after hour movers",Seeking Alpha,8/14/2019 0:00,A,csco ntap wpg among hour movers,negative,0.9999186992645264,negative
Agilent Technologies (A) Tops Q3 Earnings and Revenue Estimates,Zacks,8/14/2019 0:00,A,agilent technologies tops earnings revenue estimates,neutral,0.9968535304069519,positive
"Agilent up 5% on FQ3 beat, lower end of guidance raise",Seeking Alpha,8/14/2019 0:00,A,agilent beat lower end guidance raise,neutral,0.9999998807907104,neutral
"Agilent EPS beats by $0.04, beats on revenue",Seeking Alpha,8/14/2019 0:00,A,agilent eps beats beats revenue,neutral,1.0,positive
The Dow Jones Industrial Average Will Lose 400 Points On Today's Inverted Yield Curve,TalkMarkets,8/14/2019 0:00,A,dow jones industrial average lose points today inverted yield curve,positive,0.9997349381446838,positive
Wall Street Tumbles Following Yield Curve Inversion,Zacks,8/14/2019 0:00,A,wall street tumbles following yield curve inversion,positive,0.554026186466217,positive
Stock Futures Plunge as Recession Fears Intensify,Zacks,8/14/2019 0:00,A,stock futures plunge recession fears intensify,positive,0.999996542930603,positive
"Impax Asset Management Group plc Buys Pentair PLC, Agilent Technologies Inc, IQVIA Holdings ...",GuruFocus,8/13/2019 0:00,A,impax asset management group plc buys pentair plc agilent technologies inc iqvia holdings,negative,0.9999877214431763,negative
Agilent Q3 2019 Earnings Preview,Seeking Alpha,8/13/2019 0:00,A,agilent earnings preview,negative,0.9998395442962646,negative
Notable earnings after Wednesday's close,Seeking Alpha,8/13/2019 0:00,A,notable earnings wednesday close,negative,0.9997560381889343,negative
Agilent (A) Gears Up for Q3 Earnings: What's in the Cards?,Zacks,8/12/2019 0:00,A,agilent gears earnings cards,negative,0.9994168281555176,negative
Walmart And Alibaba Step To The Plate (Stocks To Watch Podcast),Seeking Alpha,8/11/2019 0:00,A,walmart alibaba step plate stocks watch podcast,negative,0.9999990463256836,negative
Stocks To Watch: Walmart And Alibaba Step To The Plate,Seeking Alpha,8/10/2019 0:00,A,stocks watch walmart alibaba step plate,negative,0.9994020462036133,negative
Agilent Technologies Hitting Lower Rail Of Upwardly Sloped Trend Channel Ahead Of Earnings,Seeking Alpha,8/9/2019 0:00,A,agilent technologies hitting lower rail upwardly sloped trend channel ahead earnings,neutral,0.9996789693832397,neutral
Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?,Zacks,8/7/2019 0:00,A,agilent technologies earnings expected grow buy,neutral,0.9999980926513672,neutral
